5|165,696,11610,938,10739,11561,11337,9686,28384,38031|213,654,1073,2277,11778,3090,85,10399,11287,238
7|122917,49051,605,604,121,273807,313653,12445,274,32047|5915,35,12445,150540,293660,49051,278,767,27205,605
732|809,604,605,285,180863,2978,1892,57158,217,122917|334,496,762,1542,218,274,9489,36657,786,949
3609|2295,87233,180863,13394,2359,157,11568,57158,36668,11238|8012,544,9430,9427,680,114,14684,10938,2320,11663
3611|671,36658,767,122,674,673,12445,675,1892,36003|1417,644,24428,2502,27205,36658,122,808,558,585
8|1059,672,767,605,604,57158,122,121,12445,1891|862,306,993,3595,929,4247,8452,13820,16281,33
2173|809,57158,49051,36571,65489,1375,217,104485,4543,16905|38802,24831,429,11123,66946,703,11176,605,12545,9552
1453|122917,10434,274479,696,11610,10739,1059,11337,9686,11561|1391,38757,19995,98,9932,127585,680,747,70160,14285
9|809,22826,57158,10599,10846,13394,49051,122917,12776,605|1995,1430,22,1018,745,9428,207,10478,585,194
733|285,809,604,298,49026,1734,22,5174,180863,57158|600,218,862,100,8963,2024,755,616,9566,9350
2174|1656,604,605,348,165,44026,31987,532,1367,92796|235,1389,9619,1669,602,11,31650,8413,10155,275
3612|22826,15457,1656,10846,10599,180863,161143,12776,12716,57158|862,51802,11,674,18,103,942,2493,4192,671
735|24914,45887,63105,63775,277399,24660,87101,55687,67221,106358|18164,105,10315,18,9693,9255,10003,402,7299,8068
2175|298,109439,45243,163,82992,308266,27974,693,273807,313653|1777,5915,7326,122,85,808,120,1824,857,8193
3613|206647,369885,218,1573,63105,25763,277399,2501,267872,9398|120467,146,206647,45269,39452,1726,329,50014,10764,27205
11|49026,82675,330,57158,8373,49051,122917,605,604,38376|285,4349,6145,12435,9358,503,4347,1422,11197,7345
2177|9489,4806,351964,416477,177677,11238,31002,50463,59861,89888|19101,12121,11861,8005,18402,397,10510,329,10714,236
1454|696,11949,2295,10739,87233,1059,11337,11561,9686,28384|36685,11667,9289,196,578,600,28,8333,10279,2990
3614|2295,87233,177677,218,330,769,63105,436279,16992,9922|11,5503,9350,1637,680,713,274,11971,8963,36955
1455|200,199,8961,10193,201,863,10216,10072,769,364|36955,1572,10802,101,8963,10510,12280,9350,10897,10502
1457|34093,40629,210408,41248,38304,114065,148077,25095,99885,254725|15122,745,60994,10494,10386,14,47144,6415,2105,1812
1458|2359,564,530,98857,298,1777,36443,672,767,367326|411,44896,605,8193,587,585,9372,41446,1777,56292
736|604,605,330,165,134481,113300,73799,16486,16487,15137|492,393519,745,324849,242582,125490,4638,609,155,54186
1459|51078,61532,69353,324333,313653,273807,6105,33813,21878,1965|1406,9366,841,819,2133,297,847,820,9360,9659
12|159137,2295,604,605,87233,532,10434,118617,117036,113096|199,7863,14924,10217,856,872,240,539,9387,218
2178|14158,12094,2295,74593,87233,16290,29750,298,13394,4543|941,18161,141,105,11252,10264,587,65,807,98
3615|608,22826,51302,2295,24703,605,604,10846,10599,863|8587,8914,2649,2731,105,9281,48750,639,115,11977
2179|1103,70926,6978,2164,36859,935,205908,47342,39750,16068|9322,10003,1598,34584,872,6114,152,9611,1024,4518
3616|109439,45243,188161,329243,96872,57046,242551,84465,54825,56828|62206,39939,38365,10138,330459,10074,12445,14560,109418,12133
2180|2501,7485,2502,10711,336735,71481,307087,47825,73952,357851|184,52794,1422,11782,12665,2636,982,7984,168,10218
3619|2758,56143,28761,10724,10650,20187,6723,94214,43838,102406|802,2133,9366,4464,819,37136,888,2755,9073,10307
2183|9550,263341,13815,16269,1494,34637,69310,149961,26916,15749|9100,3981,34152,107,5955,297,8859,601,9741,13
2184|59859,54138,862,767,1771,1724,272,675,10138,47626|68718,1700,11906,49538,18785,40807,782,603,1992,766
2185|604,605,165,196,10193,863,296,96872,24914,256835|508,274,601,100402,118340,329,127585,578,128,24428
738|809,326359,605,57158,49051,122917,285,272,39356,165|310,146,150540,210577,1653,13,941,14,278,45269
15|1375,59859,605,604,180863,767,675,608,4543,36571|966,9502,11782,4543,1891,665,9475,8374,616,949
739|36571,348,44008,31943,13757,36573,314601,14518,275130,59861|4011,11535,2756,745,10545,10973,8005,531,1891,15300
3620|11067,13365,20561,20562,20553,345727,14263,113347,375732,524|10466,637,15592,10683,47907,397,33831,10896,1624,4104
2186|49026,57158,121,122,671,49051,122917,672,674,767|752,19913,11164,1491,2666,771,12,44214,674,149
1460|180863,604,605,36658,42011,38318,1891,11562,22826,54825|623,32274,9451,1891,11855,46785,11446,3536,1213,46992
3621|693,1359,9533,1248,9471,13815,121539,240916,48482,81541|25,872,10998,510,921,205,11,12,69,788
1461|691,134890,45266,275244,273315,261409,667,563,707,657|9396,8195,10730,8818,9777,13804,660,2907,4032,14181
1463|273807,313653,56608,1248,1359,9533,11238,115241,61532,40012|581,268,9331,9059,3036,193,680,10329,3049,8467
2187|10549,19103,26809,11790,10705,1248,1359,9533,13815,115241|9255,8963,1637,1642,858,854,713,9359,9739,807
3622|809,285,671,57158,122917,5174,12444,36658,272,607|8488,120467,140607,10625,11036,12444,194,298,51876,10138
16|608,605,604,165,22821,209112,283995,4543,120,294254|81796,18,28,17431,62,9964,41154,97020,752,296
2188|180863,4543,15552,13815,762,13768,19101,11949,9267,240916|275,653,1878,340,9769,16869,747,8675,11397,1542
17|86440,44369,117340,57046,148077,84465,242551,56608,214216,253283|9490,10833,13342,114,10984,2770,1921,10878,10956,13
1465|49026,1891,272,22821,76600,27768,109439,13563,21586,33557|38,28,2255,500,348,9900,680,832,9593,1970
19|47860,40012,52949,26687,646,31687,363383,902,56608,307087|11843,9749,10909,10322,10549,9067,2107,37136,12104,9306
3623|809,1059,605,604,298,11712,44662,767,671,674|9535,616,11967,674,14,862,562,10314,98,943
3624|313371,267,65755,60769,118991,81541,21052,505,8293,307087|7300,10314,329,6977,114,4478,788,11639,603,13
2189|59017,604,200,808,201,193,283995,1891,672,608|177572,121,296,10138,1726,101299,714,1891,604,19995
740|809,76112,1656,12445,285,605,604,36668,767,608|11931,15144,788,640,578,194,1542,1633,207,43818
2190|161143,165,9801,8355,6279,387893,13394,10527,44008,155|350,10978,11635,76,2503,10307,10625,22,2062,38
1466|298,195589,94204,442087,5236,216652,163,84340,45555,207441|7459,310131,2009,373473,267480,675,273477,338766,18747,309242
3625|22821,122,71481,307087,326359,120,49051,57158,269148,43743|36586,58,89,12244,70160,6479,10191,1813,122,19995
1467|220,242551,57046,84465,10571,65,25973,307087,71481,102406|10398,4421,772,13820,10806,10161,9285,3170,343,3981
2885|155,49026,53163,11537,87945,113391,185644,42124,47648,295538|1480,1885,25955,10540,4327,1551,20424,9422,648,637
2886|51078,61532,324333,69353,313653,273807,74536,9697,437,2978|745,665,854,18,603,807,9802,3597,1893,11
20|605,165,285,138697,11238,11610,9962,530,767,16486|76493,23483,12155,525,640,607,213,4808,1213,816
2888|71063,210408,148077,48862,54398,96872,18317,238215,91607,468343|953,155,2134,11164,10681,9574,7191,2605,10537,10112
21|54138,1656,5549,157,9355,188927,82992,155,49026,9659|8338,1640,12118,13804,16996,10693,3021,12113,1687,16007
2889|2295,87233,36663,330,4806,4193,2043,199818,320,70577|13,2758,628,241,11472,10329,9208,8984,2636,268
1470|604,605,289333,31981,2978,157,141052,168,200,415542|293660,107,85,278,627,14160,120467,399106,680,497
22|57158,122,121,49051,122917,1891,198677,1892,2669,10502|621,236,121,14,7443,1669,36593,9886,620,2322
1471|47933,49671,114524,29381,52488,143322,168219,4942,134890,77118|40154,275,199,8866,27265,11674,11446,11107,954,13891
1473|86440,117340,44369,84465,57046,242551,214216,253283,148077,210408|108,10549,11527,925,4234,173,11005,2069,8388,599
1474|84465,57046,242551,242,19556,406042,39450,168055,98545,71839|11472,846,9593,9346,77,10377,14,2300,9312,479
1475|2454,57158,122917,49051,12445,17632,673,674,54138,285|1726,585,9806,101299,1894,118340,137113,1124,36658,77
2890|1375,1894,22826,1374,1371,1246,1367,10599,10846,1895|15944,679,14,1909,7300,756,500,850,492,10409
3626|605,604,298,16486,16487,105778,16023,80032,200,157|32646,2907,9430,705,25520,2292,926,137,14295,607
1476|604,605,285,57158,58,122917,49051,13931,17632,166426|110490,11,11247,17654,177572,177677,293660,2493,269149,15157
3627|47933,9798,9509,41846,44048,13815,2669,10502,51078,82700|2164,329,954,807,710,193,568,5503,9603,414
2892|672,620,767,927,8856,15969,812,4543,12445,607|709,1371,1541,185,820,218,9290,11843,2109,1883
3628|10193,863,256835,213121,25074,322,54825,130925,180644,56828|9802,454,10858,664,687,602,2054,199,18989,11860
3629|9869,11238,416477,27576,15969,76163,65759,54825,50463,41394|36955,1572,5503,8467,193,568,274,6950,329,8963
2893|330,9922,331,31606,22279,13815,2669,10502,2055,18435|9331,11450,11310,710,241,114,36955,9598,37233,1572
2894|9469,378092,1924,8536,41823,148077,1713,306,90,51078|2196,9618,5516,150,4234,278,155,11517,6116,11568
2895|36658,605,604,608,2295,87233,36668,100783,2370,938|9781,87,62,2290,10577,4951,840,199,13,6114
1477|2295,604,605,87233,14092,22826,90582,10599,10846,772|13,364,281,36819,9411,13820,8741,9312,816,1541
2896|605,604,1891,96,306,679,36571,2017,9471,217|658,19494,625,11896,665,629,9386,11678,16633,2749
3631|261274,57158,59122,49051,122917,27768,36668,124461,24470,2295|16,2134,11176,2135,10442,11054,26893,6171,16780,578
1478|772,11238,165,217,85,9489,19164,351964,65759,15969|6878,402,85,1642,252,1634,15121,11041,11395,36357
3632|11368,2295,159932,87233,505,81541,21052,330,100783,4911|9800,424,568,1572,3049,36955,13,629,2064,5503
1479|180863,1891,177677,11368,159932,15059,273807,313653,9282,8067|8987,10547,862,664,602,58770,9802,199,11000,2925
24|604,605,22826,11610,1891,10846,10599,4543,330,12776|3595,16562,268,2291,526,10669,34636,23919,492,1891
3634|157,1891,172,152,154,174,1573,217,85,37137|85,857,620,36819,1900,5548,531,762,2493,380
25|505,21052,81541,330,214216,4911,4771,9281,9922,11657|251,812,854,8467,9273,274,680,114,3049,11310
2897|604,605,37964,1374,1246,1894,1656,608,177677,416211|3170,600,571,949,8834,10112,11001,433,28463,85
2898|531,532,61041,533,54825,211798,312940,148077,41581,95136|11967,9067,9749,1911,981,3116,11527,11004,173,765
2899|9531,36571,1924,11411,31943,49521,1452,36573,228150,348811|2067,172,826,9663,12230,200,9659,11843,9826,551
3635|200,22826,27768,43743,121539,406449,193,201,33557,48482|627,2898,100,816,380,37165,949,2054,4584,782
27|165,1894,604,605,217,220,11418,242,8536,72188|274,1777,2665,2609,275,278,9344,5503,9552,782
2900|273315,261409,275244,12092,96872,49131,20183,41097,39057,54825|9869,4518,11216,9909,9340,9066,13785,9008,1051,8393
28|49026,272,1892,11,278468,217,278604,242,306464,89|1499,27205,10025,11,550,278,77,603,240,10357
1480|11537,604,605,14092,1375,49642,411432,157,12140,987|9489,14013,9427,11966,162,9827,12123,9086,11003,11342
2191|283995,326359,157,188927,15567,122917,140300,53985,47626,13274|9362,11247,2135,9739,21032,37821,11003,9481,10122,2642
1482|638,185789,61532,51078,69353,307087,71481,105593,15677,209293|33602,11401,11420,1417,9445,22137,6936,13310,18480,10843
2192|604,605,180863,217,296,24914,10515,121539,308266,4935|44115,680,598,629,11423,103,59436,110160,70981,83666
29|122,80032,120,31516,17595,1892,11,30910,180863,31939|11113,9749,1894,424,1934,2887,180,46889,20758,808
2193|41846,24665,100042,17813,39497,269,2786,128846,14578,9499|11635,4614,9490,10611,10201,11239,1499,4922,544,9522
1483|36658,387893,950,8355,57158,121,122,11,36668,49051|17707,2067,2275,10047,334,926,2292,1701,8467,9473
2197|49026,605,604,165,272,435041,7347,196,14190,78132|629,27205,389,644,278,424,752,1726,37165,77338
2198|217,85,672,767,32666,17595,43332,12450,89,27735|808,37616,597,19150,8052,62204,1493,34299,28519,5994
30|217,608,1891,604,605,200,862,44026,31987,87|1788,826,1891,597,18,8011,1542,10326,10398,910
2199|696,11610,59122,10739,206408,11561,28384,9686,11337,1826|20813,16636,275,3536,2752,745,11287,141,10474,11522
32|605,604,122917,121,772,196,45887,1894,199,200|75612,99861,808,1576,68721,562,1726,121,157336,1894
2200|1891,11,11202,77118,101307,975,10322,140,45266,47186|602,334,567,28,1891,409,424,8741,1775,9255
3638|22826,80,2295,26769,605,604,10599,10846,259695,87233|925,63,1578,769,187,640,607,13982,64690,2034
33|37137,200,199,11238,201,2907,9595,330,9869,313371|3049,5503,110,8963,10020,522,11450,35196,1637,1642
2201|51927,330,250766,412093,10110,9533,30529,441881,1248,857|36955,4476,9800,10020,408,11971,8467,8587,241,812
3639|122,120,1892,604,605,196,57158,172,1895,49051|10787,36657,1892,4437,280,557,2164,18,679,168
2202|2295,87233,20065,863,10193,31016,330,2017,63105,256835|14291,9802,10909,1607,1642,577,451,788,11236,10502
3640|274479,696,11610,10739,47626,296100,20829,106129,11337,9686|38568,401,415,137106,15624,11232,10313,9591,64690,194
2901|74593,155,285,49026,273127,1656,57158,278468,298,58|11359,824,766,12110,254,9411,1934,12106,11597,6283
2902|1891,47933,32830,148077,45266,82700,66159,25110,40970,39450|252,664,9304,10830,75,8840,10545,9327,3065,9099
3641|1891,47933,242,4234,41446,4233,87081,863,10193,27768|9327,10684,25059,10990,10586,9268,9208,15602,819,10779
3642|2770,769,242551,57046,84465,1578,48714,203,103,20309|816,18,36657,550,492,2292,856,817,544,121
2904|330,81836,512,10739,8288,29946,418772,16992,9869,11561|9800,268,788,274,1637,1945,11318,629,8587,1642
34|604,605,2978,65489,57158,172,45887,608,196,122917|137,1368,348,8469,98,598,1366,792,2787,278
2203|200,65489,165,533,217,312940,54825,11,201,193|11860,9304,9277,212,15121,280,11,8850,38251,679
3643|605,604,330,57158,49051,122917,12445,672,767,172|672,168,278,196,157,89,620,703,1542,1893
35|605,604,1059,47860,11712,44662,31121,86440,44369,71063|37165,402,2322,2011,128,129,236,88,2619,9479
3644|180863,608,200,1891,242,193,201,41446,4233,47933|58770,12241,11543,11446,2320,13685,33542,9208,9327,9622
2905|24202,125709,17595,11,1892,22826,27735,76350,696,13370|8469,9820,11176,11239,12560,212,11356,4483,426,278
3645|67022,210408,8293,185156,108259,29946,99885,102024,60002,468343|10525,10223,11005,818,377,12230,1777,8388,11446,838
3646|322,11368,121539,159932,48482,273807,313653,13252,47860,363383|240,8487,1844,11543,238,745,107,141,11353,609
3647|2770,121539,11,48482,43332,20662,20309,19109,89584,43643|172,9451,4327,955,620,817,10154,14275,913,10397
37|165,608,49026,524,22826,604,605,2978,242,13320|627,10714,2280,808,15121,812,2758,857,104,18
3648|47860,29381,902,31522,14646,72898,88061,117969,210408,78572|11527,3536,10549,10779,11257,853,37136,3065,9443,11005
1484|49026,22821,8373,104858,155096,1891,25650,14158,264170,57158|9471,392,11804,20620,2024,13466,11551,2756,856,9942
38|10138,157,57158,122,121,154,49051,122917,152,168|121,28033,87827,57165,122,9399,9320,1885,68734,68718
1485|1370,1368,138697,11249,115241,56608,38153,19913,14372,9874|9823,8909,10479,9378,1497,10191,12159,10380,10014,1499
40|200,313653,273807,201,193,10193,863,1632,13279,13815|11,275,9268,9294,602,8840,9802,2054,11862,1592
3650|1892,530,18984,218,96872,104485,43743,54825,33557,524|424,530,510,19,90214,1091,637,389,595,26949
1488|862,818,330,2770,256835,5458,10193,213121,816,987|12665,6488,9781,16379,8487,10307,4951,1844,11601,1542
1490|863,2907,10193,313371,256835,213121,330,130925,47933,82700|807,6950,5503,18183,197,10329,9208,4476,664,9495
3652|605,604,634,1892,57158,122917,49051,10515,4806,25763|597,12,264660,27205,350,152601,1581,956,77338,607
2204|122,604,605,2978,57158,767,122917,49051,693,217|11236,850,9719,581,6068,18183,243,9583,531,105
3653|148077,10683,210408,114,64682,280477,49218,305594,100783,333953|3981,2039,8195,872,1715,8834,88,1844,841,10612
2206|37849,51268,52247,148077,12113,812,9693,9729,15969,9882|9946,9737,1422,424,796,97,9533,387,11973,9607
3654|57158,121,122,49051,122917,809,198677,68735,298,13394|137113,10191,411,118340,131631,177572,8204,157336,121,2268
41|608,64688,5174,5175,673,2454,693,672,671,284053|84892,10144,11036,129,10096,330,11247,2105,15370,8392
1491|605,109439,682,675,674,667,699,673,324668,99861|17431,59962,8373,87827,37724,13335,14756,605,714,38778
1492|11238,330,96872,4806,9489,9798,416477,15969,65759,31606|13,9603,2164,9800,278,680,568,10020,628,268
1493|441881,857,103941,10110,30529,353462,35583,10705,284689,75888|423,278,1656,27205,857,176,603,435,157336,637
1494|1891,180863,10193,863,4942,200,256835,49671,1895,114524|2925,63,1645,8866,400,949,602,954,9327,11062
1497|167983,43743,117098,51078,61532,69353,36663,46813,40096,105593|9837,1779,37136,10303,10874,9647,11050,71,11257,10395
2208|59859,109451,325133,122917,326359,604,558,13394,157,11238|70981,11322,35,127585,673,2493,264660,140607,425,68726
2209|155,605,604,272,246655,127585,296,47342,24914,28943|629,11,278,24428,70160,1891,45612,12445,68718,210577
2211|313653,273807,80473,51078,69353,200511,61532,220154,42313,15912|11052,8388,9100,173,11360,2752,36643,11679,65,389
43|18500,809,693,57158,121,122,36668,49051,49013,674|607,3179,12092,11648,9312,9487,13466,11355,9679,1892
44|11238,203,96872,65759,15969,41394,54825,56828,180644,48714|414,10020,862,9331,5503,274,2064,680,1572,8467
2212|155,605,272,285,298,57158,49051,671,674,767|206487,694,597,68718,192040,155,497,318846,8271,1892
2214|20755,15943,33331,21518,65755,60769,348762,428074,59191,32139|10521,17187,10897,13778,13411,767,6557,535,11631,13497
2215|608,49026,604,605,4543,272,37718,47933,113286,83593|85,127585,8967,2493,18,1633,670,37247,11832,78
2906|1375,49026,1892,36658,2359,928,338964,285,272,693|755,197,408,101,773,20714,854,2292,782,623
2908|29381,88061,117969,20689,541,11109,146341,3134,125052,210408|9749,9481,2609,10215,10535,10779,9403,9101,10223,9443
1499|12076,49026,36003,69480,928,14092,183859,843,180863,696|10133,2666,2048,161,2292,11775,73,3933,11005,207
2216|605,604,9965,109443,180863,13563,862,131634,607,13815|5551,9522,278,4538,9870,7453,8488,4133,4247,9472
2909|199,200,201,330,9509,416477,9798,10193,863,44048|268,524,278,8467,11010,10020,581,8012,1642,414
1501|122,2770,20825,634,509,302688,121539,44399,43332,201274|1365,462,180,1542,36657,299,2642,6003,9532,2655
1502|943,928,944,941,13931,62211,9359,27281,54825,180644|9312,180,36647,846,10895,10328,2649,10998,1895,9342
2217|165,47933,85,217,196,416477,45266,82700,87,50463|623,862,9087,306,12614,664,9614,639,11395,11041
2910|330,200,199,201,10216,63105,9489,331,277399,351964|6520,114,9057,1572,10020,812,8963,602,241,9350
1503|330,9922,20065,31016,253235,2055,18701,11821,29946,9489|807,10329,629,306,8963,11862,22625,9066,11777,2164
2911|120,131634,82992,298,57158,70160,11568,101299,196,56608|278,2048,22,10681,4638,813,120,76341,10138,8363
2914|605,604,4543,272,76600,206647,217,583,11949,9267|550,39538,954,2292,489,73,9279,205,771,752
2218|604,605,21521,11595,411432,200,8010,53392,53403,217|1654,766,9289,9631,244,2140,1091,11133,941,871
1504|604,605,109439,82675,45243,15472,296,9396,76600,206647|10998,11862,111,218,348,10057,616,942,24,1422
2219|863,10193,96872,256835,213121,54825,130925,56828,180644,60769|664,275,602,9268,11860,949,451,63,9802,687
3656|11537,809,180863,14086,24202,44662,36668,76600,125709,47626|252,4011,104,1687,11307,408,311,10774,1955,832
2915|15137,75629,22843,49026,155,862,96872,21832,256835,246655|22804,862,10193,2080,23629,176,24,1858,17431,8373
2916|99861,9356,271110,17345,15552,131634,18925,131631,14438,1724|14283,4421,44826,24795,10193,85,197,595,423,4806
2917|313653,56608,273807,1248,1359,9533,115241,40012,61532,69353|451,268,10020,812,408,627,713,40156,807,680
2918|54825,13205,127380,275244,273315,261409,96872,39057,49131,20183|9473,36593,10719,121,11860,524,11969,8984,120,583
2919|47933,200,201,193,14462,177677,10222,43743,76172,11520|11,1892,8866,9894,330,2054,1624,9614,11860,7095
2923|13815,240916,4543,13252,249021,8078,762,80394,393,11949|274,278,2649,5961,453,557,13,621,1924,329
3657|165,217,863,10193,53424,53405,65489,47650,53414,53430|867,3090,788,408,770,36344,15764,3034,539,8963
1505|216755,37472,365222,604,605,25763,28978,57158,18329,49051|167,6145,8051,25376,60243,245891,283587,11545,265297,176
1506|138697,818,19913,44369,117340,86440,57046,242551,84465,134890|816,4518,11568,1893,11543,8487,2667,602,597,9276
1507|8810,201274,45266,82700,42661,68726,16320,2161,157350,11535|10357,928,10673,4421,14181,3536,11549,1090,5491,8367
1508|313371,60769,65755,363383,41863,15237,124523,102406,18017,301270|10495,13203,16520,11467,2503,10490,10860,15037,1725,11478
46|74593,809,273127,4543,14158,12094,26730,20007,387893,8355|1933,5549,10776,9894,10999,17898,348,10411,3989,10350
3658|24202,125709,165,44026,31987,217,92796,4543,180863,31866|236,581,11112,1892,10440,275,11031,2323,8874,14534
1509|330,199,200,201,9869,9489,331,9533,1248,351964|1572,414,680,568,5503,10020,9348,10057,11472,11359
1512|199,96872,22074,13516,193,201,54825,13355,56828,180644|1857,36947,4518,1116,141,550,43358,68924,11023,20539
1513|808,13394,10192,48466,810,312940,1260,42521,27357,433356|2024,392,846,11674,9671,1995,88,9576,402,9342
3659|49026,272,12445,5175,13127,12444,365222,862,109439,259316|9502,13809,11324,38575,5175,1422,18519,550,10617,37799
1516|363383,63775,52770,63958,14190,12634,74534,42659,16980,7270|24,9820,12244,15098,1265,3558,30060,393,12589,37969
2220|24703,122917,105371,15580,81899,604,605,52058,17602,200|11283,947,49040,525,37165,10178,828,1858,10882,88
3660|13370,10705,11971,11498,114065,32830,368993,11031,11790,3036|15171,711,30197,10162,551,10122,9306,9749,244,3170
2221|11562,11610,9684,28384,2639,9686,8217,38031,11337,10739|1245,10390,14,4806,76330,9451,2118,642,24137,409
47|1059,217,165,11712,44662,10739,44026,31987,105978,11|134,5503,3309,4825,11673,9008,15919,381,492,284
2222|455,4507,43347,24253,24428,100783,78373,1647,33613,26389|2034,2770,1927,424,89,120,1891,1574,3635,10327
3661|330,218,9869,63105,29946,277399,9533,1248,1359,20065|11,954,9560,4476,12106,11010,8987,8844,7984,11780
48|246655,57158,225574,49051,122917,127585,47342,987,39233,17632|13885,12444,6073,4935,17908,4523,10195,8005,55787,9587
3662|203,242,13815,48714,240916,9993,524,769,37849,47817|278,935,500,78,769,274,1422,111,510,389
3663|2017,134890,18316,45266,4597,11851,2756,1669,658,657|9894,9268,664,15602,9208,9879,11860,687,12145,602
2223|330,1892,2978,348,862,76600,331,256835,59967,10193|280,1726,105,199,49538,87,862,107,1892,16869
741|26140,13586,132185,75375,85766,20530,13591,81976,419546,321109|37719,597,24099,152603,15947,1499,245891,322506,454,12110
2225|99861,862,271110,256835,10138,213121,1724,1771,863,96872|155,238,9622,3179,9100,13,857,9816,3600,864
742|51927,322,177677,46897,21073,134890,18316,658,2756,11851|602,9304,11674,15602,10549,9623,9390,34615,862,10478
1517|809,285,217,172385,928,22,159824,50620,13931,89|257445,62214,3034,35056,10719,1726,11529,9353,351211,2028
1518|122,120,36668,809,58244,86556,57158,122917,49051,210408|2322,4327,146,3600,10530,9342,10442,1832,1542,120
3664|769,48714,1578,203,103,5894,214216,253283,225975,255157|13,26748,9800,9739,1245,949,27985,3573,306,114
743|157,36668,154,1891,200,1893,4543,152,808,8010|616,583,8870,2759,1574,308,152,9550,666,161
3665|1891,1892,269148,148077,45266,10158,307087,71481,369778,1895|857,168259,205596,68718,157336,603,278,122,27205,118340
2226|49026,57158,1734,49051,122917,330,943,82675,54138,36668|11362,2493,8592,95,10714,943,558,218,941,949
744|30157,32323,51302,32318,530,80032,38545,31516,87081,1891|25099,426,10434,11236,278,1585,289,10938,14831,10830
3666|242,210408,47860,336735,44853,49474,44308,51078,61532,69353|116,110415,278,598,3635,4148,10876,15184,68718,5038
2227|532,14831,97193,26814,37719,26182,54825,987,67022,20625|6003,1619,24137,712,1891,161687,223,940,198,381
745|671,693,767,57158,121,122,674,49051,12445,122917|16869,2502,122,7443,585,155,1417,13,604,121
2924|207441,45555,44662,89704,36880,53200,217,369885,23965,97707|1900,83542,77930,1724,793,2756,524,14359,38,4995
3667|605,47933,63105,57158,277399,49051,122917,24914,67221,55687|98,597,27205,2501,10138,714,8874,36955,13,1637
2229|30910,74903,42602,29453,11513,277686,29454,47721,79921,43422|1018,11104,38810,1730,626,931,9344,17609,925,10774
2928|47933,863,322,10193,4942,96872,256835,213121,132379,52616|949,17182,11,9268,2320,9304,3595,8866,9623,5
3668|604,605,122,155,272,863,10193,120,296,24914|73,782,9798,9342,11545,329,492,641,752,1213
3669|122,1891,1892,10303,273807,313653,37137,120,274,27768|14,1677,36669,8873,11072,9473,1624,621,9886,1945
2230|10549,51302,31416,20785,11899,77946,22215,11971,33792,33575|51371,15,654,16535,13,49805,103,5925,240,11016
746|605,604,22826,1059,57158,938,10599,10846,180863,10193|550,2898,19908,752,745,903,70160,829,272,37247
3670|1891,10193,863,177677,256835,47933,714,213121,707,6637|9536,8987,11543,9894,47475,17182,199,9099,11000,13997
49|604,605,13274,2295,285,1734,12445,87233,157,57158|621,238,588,78,8953,966,1637,539,11683,839
747|406449,13572,36586,479,210408,441881,424,21345,25405,10110|846,9342,10674,1389,8688,944,544,10278,8656,6068
748|47933,10193,863,96872,256835,213121,54825,130925,180644,56828|9294,954,2054,15602,10478,11,9327,664,9304,9894
50|441881,857,10110,30529,103941,47933,51078,61532,69353,353462|7345,278,329,240,318846,238,603,769,680,286217
2231|809,604,605,120,767,338964,22821,1891,285,298|280,1891,63,120,348,809,1892,1669,680,9267
749|1059,28978,11712,44662,28971,2078,53430,53414,53403,53410|11072,10714,1571,479,9882,879,65215,8665,10874,155
